s_no,error_type,username,user_id,osm_location_link,changeset_id,changeset_link,osm_object_type,osm_object_id,time_utc,country,detail
115,duplicated node,MOHAMEDI TZ,24430854,https://www.openstreetmap.org/#map=18/-6.375640/37.319403,189397701,https://www.openstreetmap.org/changeset/189397701,node,14206284161,2026-09-22T12:45:17Z,Tanzania,within 0.00m of node 14206318494
116,duplicated node,MOHAMEDI TZ,24430854,https://www.openstreetmap.org/#map=18/-6.375672/37.319498,189397701,https://www.openstreetmap.org/changeset/189397701,node,14206284162,2026-09-22T12:45:17Z,Tanzania,within 0.00m of node 14206318495
117,duplicated node,MOHAMEDI TZ,24430854,https://www.openstreetmap.org/#map=18/-6.375628/37.319513,189397701,https://www.openstreetmap.org/changeset/189397701,node,14206284163,2026-09-22T12:45:17Z,Tanzania,within 0.00m of node 14206318496
118,duplicated node,MOHAMEDI TZ,24430854,https://www.openstreetmap.org/#map=18/-6.375596/37.319418,189397701,https://www.openstreetmap.org/changeset/189397701,node,14206284164,2026-09-22T12:45:17Z,Tanzania,within 0.00m of node 14206318497
119,overlapping highway,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.683706/77.258266,189394853,https://www.openstreetmap.org/changeset/189394853,way,1561326692,2026-09-22T11:42:19Z,India,runs alongside existing way 1561326693 for 91% of its length
120,overlapping highway,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.683680/77.258252,189394853,https://www.openstreetmap.org/changeset/189394853,way,1561326693,2026-09-22T11:42:19Z,India,runs alongside existing way 1561326692 for 63% of its length
121,overlapping highway,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.682461/77.258737,189394853,https://www.openstreetmap.org/changeset/189394853,way,1122276435,2026-09-22T11:42:19Z,India,runs alongside existing way 1122276434 for 100% of its length
122,overlapping highway,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.682345/77.258947,189394853,https://www.openstreetmap.org/changeset/189394853,way,1122276465,2026-09-22T11:42:19Z,India,runs alongside existing way 1122276466 for 100% of its length
123,overlapping highway,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.683575/77.258321,189394853,https://www.openstreetmap.org/changeset/189394853,way,1122276468,2026-09-22T11:42:19Z,India,runs alongside existing way 1122276486 for 100% of its length
124,overlapping highway,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.682678/77.258708,189394853,https://www.openstreetmap.org/changeset/189394853,way,1122276483,2026-09-22T11:42:19Z,India,runs alongside existing way 1122276434 for 100% of its length
125,overlapping highway,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.683626/77.258277,189394853,https://www.openstreetmap.org/changeset/189394853,way,1122276484,2026-09-22T11:42:19Z,India,runs alongside existing way 1561326693 for 91% of its length
126,overlapping highway,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.683301/77.258223,189394853,https://www.openstreetmap.org/changeset/189394853,way,1076896371,2026-09-22T11:42:19Z,India,runs alongside existing way 1122276486 for 76% of its length
127,overlapping highway,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.684260/77.257793,189394853,https://www.openstreetmap.org/changeset/189394853,way,1077615505,2026-09-22T11:42:19Z,India,runs alongside existing way 1561326692 for 65% of its length
128,overlapping highway,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.683989/77.256954,189394853,https://www.openstreetmap.org/changeset/189394853,way,410990231,2026-09-22T11:42:19Z,India,runs alongside existing way 1561326692 for 63% of its length
129,way end node near other way,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.682670/77.258572,189394853,https://www.openstreetmap.org/changeset/189394853,node,9880421476,2026-09-22T11:42:19Z,India,0.00m from way 1122276483 but not connected to it
130,way end node near other way,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.682980/77.258422,189394853,https://www.openstreetmap.org/changeset/189394853,node,9880421473,2026-09-22T11:42:19Z,India,0.00m from way 1122276483 but not connected to it
131,way end node near other way,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.682980/77.258422,189394853,https://www.openstreetmap.org/changeset/189394853,node,9880421473,2026-09-22T11:42:19Z,India,0.00m from way 1122276483 but not connected to it
132,way end node near other way,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.682670/77.258572,189394853,https://www.openstreetmap.org/changeset/189394853,node,9880421476,2026-09-22T11:42:19Z,India,0.00m from way 1122276483 but not connected to it
133,node connected highway and building,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.710814/77.236891,189394299,https://www.openstreetmap.org/changeset/189394299,node,13708409656,2026-09-22T11:31:14Z,India,shared by highway way 1496562447 and building way 1496562456
134,node connected highway and building,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.710724/77.236671,189394299,https://www.openstreetmap.org/changeset/189394299,node,13708409654,2026-09-22T11:31:14Z,India,shared by highway way 1496562448 and building way 1496562456
135,node connected highway and building,NI3_1785,20866715,https://www.openstreetmap.org/#map=18/28.708701/77.247344,189394299,https://www.openstreetmap.org/changeset/189394299,node,13906524167,2026-09-22T11:31:14Z,India,shared by highway way 1525695207 and building way 1525695208
136,crossing highway,Tomapping,22829112,https://www.openstreetmap.org/#map=18/-13.539261/33.410436,189393672,https://www.openstreetmap.org/changeset/189393672,way,673006843,2026-09-22T11:17:24Z,Malawi,crosses way 1561331691 without a shared junction node
137,node connected highway and building,Tomapping,22829112,https://www.openstreetmap.org/#map=18/-13.548607/33.391302,189393672,https://www.openstreetmap.org/changeset/189393672,node,14196777797,2026-09-22T11:17:24Z,Malawi,shared by highway way 1560503355 and building way 1560503314
138,crossing buildings,Goodluck Michael,24398072,https://www.openstreetmap.org/#map=18/-6.394130/37.343053,189398816,https://www.openstreetmap.org/changeset/189398816,way,1561345464,2026-09-22T13:03:59Z,Tanzania,outline crosses way 1559859866 (47% area overlap)
139,building inside building,Goodluck Michael,24398072,https://www.openstreetmap.org/#map=18/-6.394130/37.343053,189398816,https://www.openstreetmap.org/changeset/189398816,way,1561345464,2026-09-22T13:03:59Z,Tanzania,fully contained with/containing way 1559859865
140,crossing buildings,Goodluck Michael,24398072,https://www.openstreetmap.org/#map=18/-6.394104/37.343402,189398816,https://www.openstreetmap.org/changeset/189398816,way,1561345470,2026-09-22T13:03:59Z,Tanzania,outline crosses way 1559859864 (64% area overlap)
141,crossing buildings,Goodluck Michael,24398072,https://www.openstreetmap.org/#map=18/-6.393437/37.343808,189398816,https://www.openstreetmap.org/changeset/189398816,way,1561345475,2026-09-22T13:03:59Z,Tanzania,outline crosses way 1559859857 (91% area overlap)
142,crossing buildings,Goodluck Michael,24398072,https://www.openstreetmap.org/#map=18/-6.393312/37.343617,189398816,https://www.openstreetmap.org/changeset/189398816,way,1561345479,2026-09-22T13:03:59Z,Tanzania,outline crosses way 1559859858 (93% area overlap)
143,building inside building,MOHAMEDI TZ,24430854,https://www.openstreetmap.org/#map=18/-6.375634/37.319458,189397701,https://www.openstreetmap.org/changeset/189397701,way,1561338858,2026-09-22T12:45:17Z,Tanzania,fully contained with/containing way 1561339650
144,feature mapped without primary tag,Mtaalam,24271963,https://www.openstreetmap.org/#map=18/-6.328212/37.425991,189412997,https://www.openstreetmap.org/changeset/189412997,node,14206898415,2026-09-22T17:49:47Z,Tanzania,tags present but none are a primary key: ['source']
145,feature mapped without primary tag,Mtaalam,24271963,https://www.openstreetmap.org/#map=18/-6.328194/37.426379,189412997,https://www.openstreetmap.org/changeset/189412997,node,7908183619,2026-09-22T17:49:47Z,Tanzania,tags present but none are a primary key: ['source']
146,crossing buildings,B Prane,24565205,https://www.openstreetmap.org/#map=18/-2.252839/30.215163,189396978,https://www.openstreetmap.org/changeset/189396978,way,1561335322,2026-09-22T12:28:01Z,Rwanda,outline crosses way 1561732834 (100% area overlap)
147,node connected highway and building,B Prane,24565205,https://www.openstreetmap.org/#map=18/-2.251215/30.217676,189396978,https://www.openstreetmap.org/changeset/189396978,node,14209548931,2026-09-22T12:28:01Z,Rwanda,shared by highway way 676163739 and building way 1561731101
148,node connected highway and building,B Prane,24565205,https://www.openstreetmap.org/#map=18/-2.251798/30.215335,189396978,https://www.openstreetmap.org/changeset/189396978,node,14209561916,2026-09-22T12:28:01Z,Rwanda,shared by highway way 676163741 and building way 1561732202
149,node connected highway and building,Goodluck Michael,24398072,https://www.openstreetmap.org/#map=18/-6.390473/37.333745,189401594,https://www.openstreetmap.org/changeset/189401594,node,14209680178,2026-09-22T13:57:32Z,Tanzania,shared by highway way 1145073699 and building way 1561748865
150,crossing buildings,Goodluck Michael,24398072,https://www.openstreetmap.org/#map=18/-6.394478/37.334441,189401144,https://www.openstreetmap.org/changeset/189401144,way,1561354023,2026-09-22T13:47:06Z,Tanzania,outline crosses way 1559836769 (52% area overlap)
151,crossing buildings,Goodluck Michael,24398072,https://www.openstreetmap.org/#map=18/-6.394280/37.334284,189401144,https://www.openstreetmap.org/changeset/189401144,way,1561354024,2026-09-22T13:47:06Z,Tanzania,outline crosses way 1559289027 (41% area overlap)
152,crossing buildings,Goodluck Michael,24398072,https://www.openstreetmap.org/#map=18/-6.394313/37.334677,189401144,https://www.openstreetmap.org/changeset/189401144,way,1561354026,2026-09-22T13:47:06Z,Tanzania,outline crosses way 1559289028 (22% area overlap)
153,crossing buildings,Goodluck Michael,24398072,https://www.openstreetmap.org/#map=18/-6.393442/37.336529,189400814,https://www.openstreetmap.org/changeset/189400814,way,1561352921,2026-09-22T13:40:57Z,Tanzania,outline crosses way 1559271821 (33% area overlap)
154,crossing buildings,Goodluck Michael,24398072,https://www.openstreetmap.org/#map=18/-6.393392/37.336345,189400814,https://www.openstreetmap.org/changeset/189400814,way,1561352923,2026-09-22T13:40:57Z,Tanzania,outline crosses way 1271129823 (61% area overlap)
155,node connected highway and building,Agnes Petro,23585416,https://www.openstreetmap.org/#map=18/-6.376076/37.316906,189404555,https://www.openstreetmap.org/changeset/189404555,node,14206595537,2026-09-22T15:02:21Z,Tanzania,shared by highway way 1179916181 and building way 1561369840
156,crossing highway,Sahar Mustafa 2025,22359261,https://www.openstreetmap.org/#map=18/15.633393/32.603579,189404500,https://www.openstreetmap.org/changeset/189404500,way,392040770,2026-09-22T15:01:13Z,السودان,crosses way 619432360 without a shared junction node
157,node connected highway and building,Natalia Wiederkehr,24091393,https://www.openstreetmap.org/#map=18/7.454794/5.814411,189404241,https://www.openstreetmap.org/changeset/189404241,node,13838109572,2026-09-22T14:56:51Z,Nigeria,shared by highway way 550805550 and building way 1515055594
158,crossing buildings,Natalia Wiederkehr,24091393,https://www.openstreetmap.org/#map=18/7.452492/5.749066,189403968,https://www.openstreetmap.org/changeset/189403968,way,1561366753,2026-09-22T14:51:07Z,Nigeria,outline crosses way 1514091800 (89% area overlap)
159,crossing buildings,Natalia Wiederkehr,24091393,https://www.openstreetmap.org/#map=18/7.452464/5.749275,189403968,https://www.openstreetmap.org/changeset/189403968,way,1561366754,2026-09-22T14:51:07Z,Nigeria,outline crosses way 1514091799 (76% area overlap)
160,crossing buildings,Natalia Wiederkehr,24091393,https://www.openstreetmap.org/#map=18/7.452601/5.749121,189403968,https://www.openstreetmap.org/changeset/189403968,way,1561366755,2026-09-22T14:51:07Z,Nigeria,outline crosses way 1514091807 (68% area overlap)
161,crossing buildings,Surveyor Lewinsky,16156201,https://www.openstreetmap.org/#map=18/-17.024456/30.846928,189403806,https://www.openstreetmap.org/changeset/189403806,way,1561366392,2026-09-22T14:47:50Z,Zimbabwe,outline crosses way 1553314928 (89% area overlap)
162,building inside building,Surveyor Lewinsky,16156201,https://www.openstreetmap.org/#map=18/-17.025313/30.846146,189403806,https://www.openstreetmap.org/changeset/189403806,way,1553475997,2026-09-22T14:47:50Z,Zimbabwe,fully contained with/containing way 1553320138
163,duplicated node,EssieMaina,13838975,https://www.openstreetmap.org/#map=18/-0.562257/37.152471,189417731,https://www.openstreetmap.org/changeset/189417731,node,14207269455,2026-09-22T19:45:52Z,Kenya,within 0.02m of node 14207269467
164,duplicated node,EssieMaina,13838975,https://www.openstreetmap.org/#map=18/-0.561580/37.153194,189417731,https://www.openstreetmap.org/changeset/189417731,node,14207269545,2026-09-22T19:45:52Z,Kenya,within 0.04m of node 14207269547
165,floating highway,Agnes Petro,23585416,https://www.openstreetmap.org/#map=18/-6.371039/37.380226,189397322,https://www.openstreetmap.org/changeset/189397322,way,1561337183,2026-09-22T12:35:16Z,Tanzania,neither endpoint connects to any other highway -- isolated from the road network
166,node connected highway and building,Agnes Petro,23585416,https://www.openstreetmap.org/#map=18/-6.371039/37.380226,189397322,https://www.openstreetmap.org/changeset/189397322,node,9242910266,2026-09-22T12:35:16Z,Tanzania,shared by highway way 1561337183 and building way 1001371187
167,duplicated node,Agnes Petro,23585416,https://www.openstreetmap.org/#map=18/-6.370629/37.371624,189401289,https://www.openstreetmap.org/changeset/189401289,node,14206440542,2026-09-22T13:50:23Z,Tanzania,within 0.00m of pre-existing node 14206440542
168,duplicated node,Agnes Petro,23585416,https://www.openstreetmap.org/#map=18/-6.370698/37.371651,189401289,https://www.openstreetmap.org/changeset/189401289,node,14206440543,2026-09-22T13:50:23Z,Tanzania,within 0.00m of pre-existing node 14206440543
